seed,round,station,method,episode,epsilon,reward
11,12,campus,pooled_q,46,0.25104847687200005,-20.51394438265732
11,12,campus,federated_q,47,0.25104847687200005,-23.236232803732246
11,12,campus,local_q,47,0.25104847687200005,-26.311429114187867
11,12,campus,pooled_q,47,0.25104847687200005,-23.998249392853804
11,12,commuter,federated_q,44,0.25104847687200005,-79.85710385922046
11,12,commuter,local_q,44,0.25104847687200005,-78.01960385922045
11,12,commuter,pooled_q,44,0.25104847687200005,-90.08061701423506
11,12,commuter,federated_q,45,0.25104847687200005,-88.64363259586216
11,12,commuter,local_q,45,0.25104847687200005,-79.43338757920567
11,12,commuter,pooled_q,45,0.25104847687200005,-95.01506854211948
11,12,commuter,federated_q,46,0.25104847687200005,-82.40198064432164
11,12,commuter,local_q,46,0.25104847687200005,-75.98208176940228
11,12,commuter,pooled_q,46,0.25104847687200005,-78.88611283694897
11,12,commuter,federated_q,47,0.25104847687200005,-92.24623004814467
11,12,commuter,local_q,47,0.25104847687200005,-90.53683344765378
11,12,commuter,pooled_q,47,0.25104847687200005,-91.03148257255974
11,12,mixed_use,federated_q,44,0.25104847687200005,-87.45181030469848
11,12,mixed_use,local_q,44,0.25104847687200005,-91.28057306336656
11,12,mixed_use,pooled_q,44,0.25104847687200005,-93.43773879791593
11,12,mixed_use,federated_q,45,0.25104847687200005,-85.79600861458437
11,12,mixed_use,local_q,45,0.25104847687200005,-95.91527668089806
11,12,mixed_use,pooled_q,45,0.25104847687200005,-97.43980521715517
11,12,mixed_use,federated_q,46,0.25104847687200005,-95.60389677860644
11,12,mixed_use,local_q,46,0.25104847687200005,-81.93025625306872
11,12,mixed_use,pooled_q,46,0.25104847687200005,-98.53988353924414
